,Name,Category,Category_2,global_id,index,pop_place
1756,"- Ограда, XVIII в., 1800-е гг.",Культура ,Архитектура,2957771.0,3613,73.0
1757,"- Ограда, XX в.",Культура ,Архитектура,13380233.0,6487,297.0
1758,"- Ограда, кон. XIX в.",Культура ,Архитектура,2951374.0,1337,250.0
1759,"- Ограда, кон. XVIII - нач. XIX вв.",Культура ,Архитектура,7699340.0,5673,410.0
1760,"- Ограда, кон. XVIII в.",Культура ,Архитектура,2950023.0,857,702.0
1761,"- Ограда, конец XVIII в.",Культура ,Архитектура,2953682.0,2168,734.0
1762,"- Ограда, конец XVIII в. - начало XIX в.",Культура ,Архитектура,2953651.0,2154,28.0
1763,"- Ограда, конец XVIII в. с пилонами ворот",Культура ,Архитектура,7662773.0,5367,675.0
1764,"- Ограда, нач. XX в.",Культура ,Архитектура,7695481.0,5646,1040.0
1765,"- Ограда, нач. XX в.",Культура ,Архитектура,13380822.0,6901,92.0
1766,"- Ограда, нач. XX в.",Культура ,Архитектура,13381328.0,7273,786.5
1767,"- Ограда, нач. XX в., архитектор Ф.О. Шехтель",Культура ,Архитектура,2950069.0,874,1287.0
1768,"- Ограда, начало XIX в.",Культура ,Архитектура,7699698.0,5675,424.0
1769,"- Ограда, начало XIX в.",Культура ,Архитектура,7724172.0,5836,34.0
1770,"- Ограда, начало XIX в., арх. М.Ф.Казаков",Культура ,Архитектура,7617209.0,4973,66.0
1771,"- Ограда, начало XX в.",Культура ,Архитектура,7685537.0,5555,704.0
1772,"- Ограда, начало ХХ в.",Культура ,Архитектура,2956789.0,3255,260.0
1773,"- Ограда, начало ХХ в., 1930-е гг. ()",Культура ,Архитектура,2951671.0,1453,1287.0
1774,"- Ограда, сер. XIX в. - 1880-е гг., по Большому Дровяному пер.",Культура ,Архитектура,7792340.0,6096,511.0
1775,"- Ограда, середина XVIII в. - начало XIX в.",Культура ,Архитектура,13381335.0,7280,164.0
1776,"- Одностолпная трапезная палата, 1504-1506 гг., с церковью Михаила Архангела, 1691 г., с усыпальницей бояр Лопухиных",Культура ,Архитектура,2949944.0,828,1742.0
1777,"- Одноэтажный жилой флигель, середина XVIII в.",Культура ,Архитектура,2953796.0,2213,11690.5
1778,"- Одноэтажный корпус служб, середина XVIII в.",Культура ,Архитектура,13780750.0,8262,11696.0
1779,- Оперный дом,Культура ,Архитектура,2954077.0,2309,14939.0
1780,"- Опытная станция, 1926-1928 гг., архитектор Б.М.Иофан",Культура ,Архитектура,2953592.0,2137,675.0
1781,- Оранжевая дача,Культура ,Архитектура,2960013.0,4383,38675.0
1782,- Оранжерейная и хозяйственная зона усадьбы XVIII - начало XIX вв.,Культура ,Архитектура,37365723.0,8591,10090.0
1783,- Оранжерея «Американская»,Культура ,Архитектура,14023053.0,8354,15351.0
1784,- Оранжерея «Большая каменная»,Культура ,Архитектура,2952847.0,1868,10823.5
1785,"- Оранжерея, 1833 г., арх-ры С.И.Чевакинский, И.Жеребцов, Д.И.Жилярди",Культура ,Архитектура,2952360.0,1684,3292.5
1786,"- Оранжерея, XIX в. - начало XX в.",Культура ,Архитектура,2956653.0,3205,514.5
1787,"- Оранжерея, XVIII в.",Культура ,Архитектура,2953062.0,1954,5071.0
1788,"- Оркестр, 1950 - 1960-ее гг., арх. Б.И.Аверинцев",Культура ,Архитектура,7658767.0,5341,2702.0
1789,"- Оружейная палата, 1851 г., арх. К.А.Тон. Построена на месте Конюшенного двора и башни с часами XVII в.",Культура ,Архитектура,13414776.0,7885,97.0
1790,- Особняк,Культура ,Архитектура,2949572.0,699,514.0
1791,- Особняк,Культура ,Архитектура,2951403.0,1350,255.0
1792,- Особняк,Культура ,Архитектура,2955343.0,2770,77.5
1793,"- Особняк Второва, 1914 г., арх. Адамович В.Д., Маят В.М.",Культура ,Архитектура,2956842.0,3278,121.0
1794,"- Особняк Листа, 1898-1899 гг., арх. Кекушев Л.Н.",Культура ,Архитектура,2959053.0,4045,213.0
1795,"- Особняк Миндовского, 1903 г., арх. Кекушев Л.Н.",Культура ,Архитектура,2953723.0,2183,164.0
1796,"- Особняк Московского торгово-строительного общества, 1899-1900 гг.",Культура ,Архитектура,2958024.0,3686,1181.0
1797,- Особняк Смирнова,Культура ,Архитектура,2953746.0,2191,127.0
1798,"- Особняк Шехтеля Ф.О., 1896 г., арх. Шехтель Ф.О.",Культура ,Архитектура,2954453.0,2448,23.0
1799,"- Особняк домовладельца, 1903 г., арх. П.П.Щекотов",Культура ,Архитектура,2950692.0,1097,196.0
1800,"- Особняк с художественными интерьерами, 1885 г., архитектор В.И.Веригин, 1894 г., архитектор Н.Д.Струков, 1909 г., архитектор Е.И.Опуховский",Культура ,Архитектура,2956739.0,3237,424.0
1801,"- Особняк со службами, 1903-1904 гг., архитектор Л.Н.Кекушев Особняк",Культура ,Архитектура,2953776.0,2203,104.5
1802,"- Особняк, 1860-1870-е гг., 1901 г., архитектор Ф.О. Шехтель",Культура ,Архитектура,2950874.0,1153,164.0
1803,"- Особняк, 1896 г., архитектор М.К.Геппенер",Культура ,Архитектура,861517543.0,8795,469.0
1804,"- Особняк, 1898 г., архитектор И.А.Иванов-Шиц",Культура ,Архитектура,2950176.0,911,121.0
1805,"- Особняк, 1902-1903 гг., архитектор С.К.Родионов (), 1905 г., архитектор В.П.Вопилов",Культура ,Архитектура,2954312.0,2399,31.0
1806,"- Особняк, 1905 - 1909 гг., военный инженер И.Н.Тулаев, 1909 г., архитектор Б.Н.Шнауберт",Культура ,Архитектура,2960910.0,4704,211.0
1807,"- Особняк, 1907 г., архитектор Ф.Ф.Воскресенский",Культура ,Архитектура,2954638.0,2516,211.0
1808,"- Особняк, 1907 г., инженер М.Ф.Гейслер, 1912 г.",Культура ,Архитектура,901669362.0,8898,31.0
1809,"- Особняк, 1912 г., архитектор С.Ф. Воскресенский",Культура ,Архитектура,2952752.0,1833,160.5
1810,"- Особняк, 1913 г., архитектор Ф.О. Шехтель",Культура ,Архитектура,2952598.0,1768,164.0
1811,"- Особый дом (дом мещанина Тарбеева) при Рогожском богадельном доме, середина XIX в.",Культура ,Архитектура,2953434.0,2092,191.0
1812,- Остатки ограды,Культура ,Архитектура,2953018.0,1932,25.0
1813,"- Остафьевское поле, XVII-XVIII вв.",Культура ,Архитектура,37365712.0,8585,35907.0
1814,"- Отбельный цех, 1904 г., 1906 г.",Культура ,Архитектура,13415003.0,7977,951.5
1815,- Открытый декоративный бассейн с мозаичным панно на откосе «Пионерский значок»,Культура ,Архитектура,13780679.0,8204,4681.0
1816,- Отстойники,Культура ,Архитектура,13780811.0,8315,3676.0
1817,- Офицерский корпус,Культура ,Архитектура,2952149.0,1608,4703.0
1818,- Охотничий домик у оврага,Культура ,Архитектура,2957644.0,3580,2115.0
1819,"- Павильон, XVIII в.",Культура ,Архитектура,2957152.0,3401,38443.0
1820,- Павловская больница,Культура ,Архитектура,7629489.0,5074,291.0
1821,- Пакгауз,Культура ,Архитектура,13380724.0,6827,5943.0
1822,- Пакгауз,Культура ,Архитектура,13415028.0,7987,184.0
1823,- Пакгаузы Николаевской железной дороги,Культура ,Архитектура,2956497.0,3164,65.0
1824,- Пакгаузы Николаевской железной дороги,Культура ,Архитектура,13387465.0,7502,65.0
1825,- Пакгаузы Николаевской железной дороги,Культура ,Архитектура,13414724.0,7868,65.0
1826,- Палата больничная,Культура ,Архитектура,2949646.0,726,403.0
1827,- Палата детская,Культура ,Архитектура,2951294.0,1311,403.0
1828,- Палата женская вторая,Культура ,Архитектура,2956021.0,2998,403.0
1829,- Палата женская первая,Культура ,Архитектура,2953846.0,2232,403.0
1830,"- Палатка церковная, кон. XVIII - 2-я пол. XIX вв.",Культура ,Архитектура,2958911.0,3991,735.0
1831,- Палаты XVII в. (Крутицкий казенный приказ),Культура ,Архитектура,2950159.0,907,960.0
1832,"- Палаты Государева Аптекарского двора, XVII в.",Культура ,Архитектура,2954066.0,2308,67.0
1833,"- Палаты Нарышкиных, 1690 г.",Культура ,Архитектура,2957233.0,3434,377.0
1834,"- Палаты Петра Первого, 1697-1698 гг. зодчий Дмитрий Аксамитов",Культура ,Архитектура,2957006.0,3338,157.0
1835,- Палаты Старого Монетного двора,Культура ,Архитектура,2952342.0,1677,962.0
1836,"- Палаты бояр Романовых, XVI - XVII вв. В 1858-1859 гг. реставрированы арх. Ф.Рихтером",Культура ,Архитектура,2954591.0,2494,206.0
1837,"- Палаты думного дворянина Полтева, вторая половина XVII века",Культура ,Архитектура,13434216.0,8036,410.0
1838,"- Палаты патриарха Филарета, 1620-1640 гг.",Культура ,Архитектура,2958491.0,3850,444.0
1839,"- Палаты подворья Макарьевского Желтоводского монастыря, конец XVII - начало XVIII вв.",Культура ,Архитектура,2953088.0,1962,135.0
1840,- Палаты у Напрудной башни,Культура ,Архитектура,2953478.0,2106,1307.0
1841,- Палаты у Никольской башни,Культура ,Архитектура,2950145.0,900,1307.0
1842,- Палаты у Сетуньской башни,Культура ,Архитектура,2956131.0,3037,1307.0
1843,- Палаты у Чеботарной башни,Культура ,Архитектура,2954771.0,2564,1521.0
1844,"- Палаты царевны Марии Алексеевны, 1680 г.",Культура ,Архитектура,2957057.0,3359,1307.0
1845,"- Палаты царицы Евдокии Лопухиной, 1687 г.",Культура ,Архитектура,2959896.0,4343,1307.0
1846,"- Палаты царицы Ирины Годуновой с Амвросиевской церковью, 1580-1590 гг.",Культура ,Архитектура,2953451.0,2097,1307.0
1847,"- Палаты, 1642-1679 гг., арх-ры Т.Шарутин, Неверов",Культура ,Архитектура,2949960.0,835,9.0
1848,"- Палаты, 1681 г.",Культура ,Архитектура,13780833.0,8333,2649.0
1849,"- Палаты, 2-я пол. XVII в.",Культура ,Архитектура,2953700.0,2174,80.0
1850,"- Палаты, XVII в.",Культура ,Архитектура,2950195.0,916,1181.0
1851,"- Палаты, XVII в.",Культура ,Архитектура,2956796.0,3259,2563.0
1852,"- Палаты, XVII в.",Культура ,Архитектура,2958353.0,3803,734.0
1853,"- Палаты, XVII в.",Культура ,Архитектура,2960667.0,4628,485.5
1854,"- Палаты, XVII в. (Братские кельи)",Культура ,Архитектура,2955493.0,2814,962.0
1855,"- Палаты, XVII в. у колокольни и у башен Никольской, Чеботарной, Сетуньской, Напрудной (стрелецкие караульни)",Культура ,Архитектура,2954981.0,2635,1521.0
1856,"- Палаты, ХVII в. (Архиерейские палаты)",Культура ,Архитектура,2956452.0,3148,962.0
1857,"- Палаты, ХVII в. (Архиерейский корпус)",Культура ,Архитектура,2956568.0,3185,962.0
1858,"- Палаты. Пристройка к палатам, XVIII в., арх. И.П. Зарудный",Культура ,Архитектура,2951940.0,1541,734.0
1859,"- Памятник А.Г.Столетову, 1954 г., скульптор С.И.Селиханов",Культура ,Архитектура,13780735.0,8251,2792.0
1860,"- Памятник А.М.Бутлерову, 1954 г., скульптор З.И.Азгур",Культура ,Архитектура,13780562.0,8110,1617.0
1861,"- Памятник А.С.Пушкину, 1913 г.",Культура ,Архитектура,37365703.0,8580,35907.0
1862,"- Памятник Д.И.Менделееву, 1954 г., скульптор А.О.Бембель",Культура ,Архитектура,13780727.0,8243,1617.0
1863,"- Памятник Жуковскому, 1913 г.",Культура ,Архитектура,37365721.0,8589,35907.0
1864,"- Памятник М.В.Ломоносову, 1954 г., скульптор Н.В.Томский, архитектор Л.В.Руднев",Культура ,Архитектура,13780557.0,8106,2792.0
1865,"- Памятник Н.М.Карамзину, 1911 г.",Культура ,Архитектура,37365734.0,8597,35907.0
1866,"- Памятник П.Н.Лебедеву, 1954 г., скульптор А.К.Глебов",Культура ,Архитектура,13780592.0,8133,2792.0
1867,"- Памятник П.П. Вяземскому, 1916 г.",Культура ,Архитектура,37365715.0,8587,35907.0
1868,- Памятник архитектуры XVIII в. (беседка) памятник Петру Первому,Культура ,Архитектура,7822851.0,6268,2516.0
1869,- Памятник архитектуры XVIII в. (грот),Культура ,Архитектура,7733860.0,5901,2516.0
1870,- Памятник архитектуры XVIII в. (плотина),Культура ,Архитектура,13380240.0,6493,2516.0
1871,"- Памятник воинам- железнодорожникам, погибшим в Великой Отечественной войне, 1967 г., скульптор С.Т.Коненков",Культура ,Архитектура,930067655.0,8939,2329.0
1872,"- Памятник на могиле Неизвестного солдата, 1967 г., арх-ры Д.И.Бурдин, В.А.Климов, серый и красный гранит, черный лабрадор",Культура ,Архитектура,1016109887.0,8978,962.0
1873,"- Памятнику П.А. Вяземскому, 1913 г.",Культура ,Архитектура,37365689.0,8571,35907.0
1874,"- Памятный знак в честь городов героев, удостоенных почетного звания Российской Федерации «Город воинской славы»",Культура ,Архитектура,1016109889.0,8980,498.0
1875,- Парадный двор,Культура ,Архитектура,7793869.0,6104,357.0
1876,- Парадный двор с обелиском двор,Культура ,Архитектура,13380687.0,6805,25.0
1877,- Парадный двор с обелиском обелиск,Культура ,Архитектура,7726917.0,5854,25.0
1878,"- Парадный двор, середина XVIII в. - начало XIX в.",Культура ,Архитектура,7682904.0,5530,164.0
1879,- Парапетное ограждение станции,Культура ,Архитектура,7766181.0,6074,885.0
1880,- Парк,Культура ,Архитектура,2950595.0,1065,3444.5
1881,- Парк,Культура ,Архитектура,7727872.0,5860,11285.5
1882,- Парк,Культура ,Архитектура,7770197.0,6078,2014.0
1883,- Парк,Культура ,Архитектура,7833257.0,6340,11209.0
1884,- Парк,Культура ,Архитектура,13380701.0,6813,16316.0
1885,- Парк,Культура ,Архитектура,13414366.0,7731,7168.5
1886,- Парк,Культура ,Архитектура,13532162.0,8068,5121.0
1887,- Парк,Культура ,Архитектура,13780566.0,8113,10980.0
1888,- Парк,Культура ,Архитектура,13780649.0,8182,11690.0
1889,- Парк,Культура ,Архитектура,13780697.0,8219,2180.5
1890,- Парк,Культура ,Архитектура,13780773.0,8282,22963.0
1891,- Парк,Культура ,Архитектура,37248334.0,8429,4818.0
1892,- Парк,Культура ,Архитектура,37248337.0,8432,9871.5
1893,- Парк,Культура ,Архитектура,37248357.0,8441,35906.5
1894,- Парк Усадьба «Воронцово»,Культура ,Архитектура,13380731.0,6833,1591.0
1895,"- Парк дворца с прудами, каналами",Культура ,Архитектура,7706182.0,5711,356.0
1896,- Парк с воротами и решеткой,Культура ,Архитектура,7756228.0,6051,277.5
1897,- Парк с прудами,Культура ,Архитектура,37248324.0,8424,7038.0
1898,- Парк с прудом,Культура ,Архитектура,7826818.0,6294,388.5
1899,"- Парк с системой прудов, XVIII в.",Культура ,Архитектура,13414379.0,7737,4655.5
1900,- Парк со скульптурой,Культура ,Архитектура,13780760.0,8271,5249.5
1901,"- Парк со скульптурой Колонна со статуей Минервы, 1779 г.",Культура ,Архитектура,13780814.0,8318,15351.0
1902,"- Парк со скульптурой Колонны-маяки (две), 1780-е гг.",Культура ,Архитектура,13780710.0,8231,10464.0
1903,"- Парк со скульптурой Обелиск, 1787 г., ск. Попов В., Мартин Андреевич",Культура ,Архитектура,13780768.0,8278,15351.0
1904,"- Парк, XIX в.",Культура ,Архитектура,37248102.0,8375,60836.0
1905,"- Парк, XIX в. - начало XX в.",Культура ,Архитектура,2954300.0,2396,514.5
1906,"- Парк, XVIII - XIX века",Культура ,Архитектура,13380337.0,6562,386.5
1907,"- Парк, XVIII-XIX вв.",Культура ,Архитектура,7831366.0,6326,2858.0
1908,"- Парк, кон. XIX - нач. XX вв.",Культура ,Архитектура,13434340.0,8054,11509.0
1909,"- Парк, кон. XIX в. - нач. XX в.",Культура ,Архитектура,2956924.0,3309,354.0
1910,"- Парк, кон. XVIII в. - XIX в.",Культура ,Архитектура,7632663.0,5103,675.0
1911,"- Парк, нач. XX в.",Культура ,Архитектура,2959718.0,4287,6.0
1912,"- Парки регулярный и пейзажный с прудами, кон. 18-нач. 20 вв.",Культура ,Архитектура,37365706.0,8582,41782.0
1913,- Парковая скульптура перед главным фасадом,Культура ,Архитектура,13380546.0,6707,354.0
1914,- Парковый павильон,Культура ,Архитектура,37248157.0,8388,7036.0
1915,- Парковый павильон-беседка,Культура ,Архитектура,2954687.0,2542,3985.0
1916,- Пассажирское здание,Культура ,Архитектура,7617123.0,4972,4468.5
1917,- Пассажирское здание,Культура ,Архитектура,7690491.0,5603,184.0
1918,- Пассажирское здание,Культура ,Архитектура,7694439.0,5635,1387.0
1919,- Пассажирское здание,Культура ,Архитектура,7700332.0,5677,4333.0
1920,- Пассажирское здание,Культура ,Архитектура,7718792.0,5804,2601.0
1921,- Пассажирское здание,Культура ,Архитектура,7821115.0,6257,5368.0
1922,- Пассажирское здание,Культура ,Архитектура,13414606.0,7821,492.0
1923,- Пассажирское здание,Культура ,Архитектура,13414963.0,7966,1094.0
1924,"- Патологоанатомический корпус, 1939-1940 гг.",Культура ,Архитектура,2960777.0,4664,574.5
1925,"- Патриаршие палаты с церковью Двенадцати апостолов, 1644-1645 гг., арх-ры Д.Охлебинин, А.Константинов",Культура ,Архитектура,13414819.0,7901,1994.0
1926,"- Певческие палаты у Саввинской башни, XVII-XVIII вв.",Культура ,Архитектура,2958920.0,3996,1307.0
1927,- Певческий братский корпус,Культура ,Архитектура,2958497.0,3853,543.0
1928,"- Певчие палаты, 1860-1880 гг.",Культура ,Архитектура,2952602.0,1770,2697.0
1929,"- Первый лечебный корпус, 1760-е гг., XIX в.",Культура ,Архитектура,2952162.0,1613,478.5
1930,"- Передние ворота дворца Алексея Михайловича, 1679-1682 гг. восточные",Культура ,Архитектура,4008352.0,4784,4703.0
1931,- Переход,Культура ,Архитектура,848389984.0,8764,8.0
1932,- Переход,Культура ,Архитектура,848389986.0,8766,8.0
1933,- Переход верхнего уровня,Культура ,Архитектура,848389987.0,8767,8.0
1934,- Перронный зал,Культура ,Архитектура,7681785.0,5520,196.0
1935,- Перронный зал,Культура ,Архитектура,13414966.0,7967,210.0
1936,- Перронный зал,Культура ,Архитектура,13434308.0,8046,34.0
1937,- Перронный зал,Культура ,Архитектура,13780556.0,8105,803.5
1938,"- Перронный зал с архитектурно-художественными интерьерами, 1938 г.",Культура ,Архитектура,13380357.0,6575,485.5
1939,"- Перронный зал, 1935 г., арх. Л.Теплицкий",Культура ,Архитектура,13780521.0,8075,223.5
1940,"- Перронный зал, 1938 г., арх. Фомин И.А., Поляков Л.М., инж.-констр. Комаров Н., ск. Данько Н.Я.",Культура ,Архитектура,7636892.0,5134,9.0
1941,"- Перронный зал, 1953 г., арх. Л.М.Поляков, В.В.Пелевин",Культура ,Архитектура,13386704.0,7454,223.5
1942,"- Перронный зал, 1953 г., арх. Рожин И.Е., Яковлев Г.П., инж.-констр. Прикот Б.М., Мотовилов Г.И., худ. Корин П.Д.",Культура ,Архитектура,13780573.0,8116,169.0
1943,"- Перронный зал, архитекторы А.Рейнфельдс, В.Я.Апситис, художник Г.Вилкс",Культура ,Архитектура,638877998.0,8723,391.5
1944,"- Перронный зал, архитекторы Быкова Н.А., Таранов М.Г., скульпторы Зеленский А.Е., Рабинович С.М., Томский Н.В., Штамм Н.М., художники Дейнека А.А., Фролов В.А.",Культура ,Архитектура,13380434.0,6629,176.0
1945,"- Перронный зал, архитекторы Душкин А.Н., Князев Н., художники Бородиченко В.Ф., Ефимов И.С., Лехт Ф.К., Файнштейн М.Г.",Культура ,Архитектура,2952126.0,1598,875.0
1946,"- Перронный зал, архитекторы С.М.Кравец, Ю.А.Колесникова",Культура ,Архитектура,638877970.0,8698,359.0
1947,"- Перронный зал, худ. А.А.Дейнека",Культура ,Архитектура,2953380.0,2074,23.0
1948,"- Пилон ворот, 1857 г.",Культура ,Архитектура,7671617.0,5436,88.0
1949,"- Пилон ворот, 1877 г. ()",Культура ,Архитектура,13380670.0,6793,97.0
1950,"- Пилон ворот, 1895 г., архитектор В.А.Коссов",Культура ,Архитектура,13381152.0,7140,675.0
1951,"- Пилон ворот, XIX в.",Культура ,Архитектура,4489806.0,4869,153.0
1952,- Пилоны ворот,Культура ,Архитектура,13381025.0,7043,804.0
1953,"- Пилоны ворот по ул. Казакова, кон. XIX - нач. XX вв.",Культура ,Архитектура,2959033.0,4037,424.0
1954,"- Пилоны ворот с конными скульптурными группами, 1898-1899 гг., архитекторы И.Т.Барютин, С.Ф.Кулагин, скульпторы С.М.Волнухин, К.А.Клодт ()",Культура ,Архитектура,13414645.0,7835,601.0
1955,"- Пилоны ворот с фрагментом восточной ограды, 1-я половина XIX в.",Культура ,Архитектура,7824231.0,6277,183.0
1956,"- Пилоны ворот, 1880-е гг.",Культура ,Архитектура,7823816.0,6275,342.0
1957,"- Пилоны ворот, XIX в.",Культура ,Архитектура,2957487.0,3520,916.0
1958,"- Пилоны ворот, XIX в.",Культура ,Архитектура,7625941.0,5045,916.0
1959,"- Пилоны ворот, XIX в.",Культура ,Архитектура,7707466.0,5719,109.0
1960,"- Пилоны ворот, конец XVIII в. - XIX в.",Культура ,Архитектура,7682970.0,5531,25.0
1961,"- Пилоны ворот, нач. XIX в., 1980-е - 1990-е гг.",Культура ,Архитектура,13381192.0,7164,313.0
1962,"- Пилоны ворот, начало XIX в.",Культура ,Архитектура,2952932.0,1901,103.0
1963,"- Пилоны ворот, начало XX в.",Культура ,Архитектура,909537606.0,8915,31.0
1964,- Пилоны двух ворот с калитками,Культура ,Архитектура,13414441.0,7767,4007.0
1965,- Пилоны северо-западных ворот,Культура ,Архитектура,7830056.0,6315,342.0
1966,"- Плодовый сад, 1860 г.",Культура ,Архитектура,37365683.0,8567,50359.5
1967,"- Плотина Борисовского пруда, XVIII в.",Культура ,Архитектура,13780529.0,8080,4468.0
1968,"- Плотина со спуском на р. Любуче, 1760 г.",Культура ,Архитектура,37365710.0,8584,10090.0
1969,"- Подвал дома причта, 1-я пол. XIX в.",Культура ,Архитектура,2960095.0,4419,885.0
1970,"- Подклет трапезной, кон. XVII в. - нач. XIX в.",Культура ,Архитектура,2959049.0,4041,885.0
1971,- Подпорная стена XIX в.,Культура ,Архитектура,2957917.0,3655,511.0
1972,"- Подпорная стена терассы парка, XIX в.",Культура ,Архитектура,7662918.0,5369,675.0
1973,"- Подпорная стена, 1-я половина XIX в.",Культура ,Архитектура,13381037.0,7054,183.0
1974,"- Подпорная стена, 1817 г.",Культура ,Архитектура,4489600.0,4866,584.0
1975,"- Подпорная стенка с кованой решеткой в чугунных столбах и бетонной лестницей, нач. XX вв.",Культура ,Архитектура,2950509.0,1030,1181.0
1976,"- Покои Великой кн. Елизаветы Федоровны, арх. Б.В.Фрейденберг",Культура ,Архитектура,2959662.0,4268,961.0
1977,"- Покои Митрополита (часовня), 2-я половина XIX в.",Культура ,Архитектура,7639382.0,5157,1444.0
1978,"- Покои, 1745-1747 гг., арх. И.Ф.Мичурин",Культура ,Архитектура,2960076.0,4412,9.0
1979,"- Покровская церковь над южными воротами, 1625-1677 гг.",Культура ,Архитектура,2955038.0,2663,1307.0
1980,"- Покровская церковь, 1806-1814 гг.",Культура ,Архитектура,2953572.0,2133,524.0
1981,"- Покровский собор, 1671-1679 гг., зодчий Иван Кузнечик",Культура ,Архитектура,2960838.0,4683,4703.0
1982,"- Покровский собор, 1790 - 1792 гг., арх. М.Ф. Казаков.В интерьерах живопись конца XVIII в.",Культура ,Архитектура,2951757.0,1481,2344.0
1983,"- Поле конкурное (85х60), 1950 - 1960-ее гг., арх. Б.И.Аверинцев",Культура ,Архитектура,13381133.0,7125,4164.5
1984,"- Полевая дорога Остафьево-Никульское, XVIII-XIX вв.",Культура ,Архитектура,37365705.0,8581,35907.0
1985,- Полковничья палата,Культура ,Архитектура,2951616.0,1426,5338.0
1986,"- Поляковский дом дешевых квартир, 1896 г., арх. И.П.Машков",Культура ,Архитектура,2956439.0,3145,138.0
1987,"- Поминальный дом, 2-я пол. XIX в.",Культура ,Архитектура,13380884.0,6945,1343.0
1988,"- Постройки хозяйственного двора, конец XVIII в., по проекту арх. де-Вальи, строил арх. М.Кисельников",Культура ,Архитектура,2959309.0,4146,120.0
1989,"- Постройки хозяйственного двора, конец XVIII в., по проекту арх. де-Вальи, строил арх. М.Кисельников Службы северные, 1796, после 1917 гг.",Культура ,Архитектура,2953490.0,2111,120.0
1990,"- Потешный дворец, 1651 г.",Культура ,Архитектура,13414538.0,7801,97.0
1991,"- Потомкиной Августины (ур.Давыдовой), 1907 г.",Культура ,Архитектура,7647954.0,5235,677.0
1992,"- Правильная палата 1559 г., Крыльцо, 1875 г.",Культура ,Архитектура,2953333.0,2055,9.0
1993,- Правый флигель на Красном дворе западный,Культура ,Архитектура,2958185.0,3738,7684.0
1994,- Прачечная,Культура ,Архитектура,2956472.0,3156,734.0
1995,"- Прачечная для рабочих, кон. 19 в.",Культура ,Архитектура,37365745.0,8601,62402.0
1996,"- Прачечная, 1890-1896 гг.",Культура ,Архитектура,2952212.0,1633,5875.5
1997,"- Преображенская церковь над северными воротами, 1688 г.",Культура ,Архитектура,2952674.0,1799,1307.0
1998,- Приемный покой,Культура ,Архитектура,4009094.0,4798,880.0
1999,"- Приемный покой (родильный приют), 1898 г.",Культура ,Архитектура,37365729.0,8594,62515.0
2000,- Приказная палата,Культура ,Архитектура,2958724.0,3930,5338.0
2001,"- Пристройка к северным воротам, 1734 г.",Культура ,Архитектура,2960597.0,4601,878.0
2002,"- Пристройки к главному дому, 1920-е гг., архитектор С.Н. Грузенберг пристройка левая",Культура ,Архитектура,2956135.0,3038,410.0
2003,"- Пристройки к главному дому, 1920-е гг., архитектор С.Н. Грузенберг пристройка правая",Культура ,Архитектура,2954655.0,2526,647.5
2004,"- Приют Филатьевский, 1871 год, художник-архитектор Яковлев",Культура ,Архитектура,2951747.0,1479,1307.0
2005,- Приют для малолетних детей,Культура ,Архитектура,2954458.0,2449,331.0
2006,"- Проездные ворота - гауптвахта, 1770-е гг., архитектор Е.П.Ключарев, 1822 г., архитектор А.С.Кутепов, 1832 г., архитектор Е.Д.Тюрин, 1850 г.",Культура ,Архитектура,13414814.0,7898,4698.0
2007,"- Производственный корпус обозных мастерских, 1911 г.",Культура ,Архитектура,2959007.0,4028,1036.0
2008,"- Производственный корпус со складами и квартирами служащих, 1912 г., архитектор А.Э.Эрихсон",Культура ,Архитектура,2952691.0,1804,379.0
2009,"- Производственный корпус, 1870-е гг.",Культура ,Архитектура,2958726.0,3932,716.0
2010,"- Производственный цех (восточный), 1909 г.",Культура ,Архитектура,832646150.0,8752,5328.0
2011,"- Производственный цех (западный), 1909 г.",Культура ,Архитектура,832646149.0,8751,5328.0
2012,"- Производственный цех с мастерскими, 1886 г., архитектор Елагин, 1898 г., архитектор П.Г. Егоров",Культура ,Архитектура,832646146.0,8748,6661.0
2013,"- Проходная с пилонами калитки, 1890-е гг.",Культура ,Архитектура,13434332.0,8049,3317.0
2014,"- Проходная, 1910 г.",Культура ,Архитектура,2953662.0,2157,40.0
2015,- Пруд,Культура ,Архитектура,13380499.0,6676,2624.0
2016,"- Пруд с гротом-мостом, кон. XIX - нач. XX вв.",Культура ,Архитектура,13380208.0,6470,7215.0
2017,- Пруд с отвесными ограждающими стенами,Культура ,Архитектура,13780523.0,8077,1886.0
2018,- Пруды,Культура ,Архитектура,13780617.0,8154,6110.0
2019,"- Пруды, XVIII - XIX века",Культура ,Архитектура,7694290.0,5633,425.5
2020,"- Прядильный корпус с лестничной башней и площадкой, 1897 г., архитектор А.Н.Милюков",Культура ,Архитектура,2959185.0,4097,951.5
2021,"- Прясло ограды с пилонами ворот и калиткой, 1-я треть XIX в.",Культура ,Архитектура,7793586.0,6100,511.0
2022,"- Психологический институт им. Л.Г.Щукиной, 1911 г., архитектор А.С.Гребенщиков",Культура ,Архитектура,2958843.0,3967,34.0
2023,- Радиоузел,Культура ,Архитектура,7819284.0,6247,4591.0
2024,"- Раздевалки, тир, административные помещения стадиона",Культура ,Архитектура,2950686.0,1096,1886.0
